building_id,site_id,sqm,primaryspaceusage,yearbuilt,region,country
Fox_assembly_Christie,Fox,997.1,Entertainment/public assembly,2005,"Tempe, Arizona",United States of America
Fox_assembly_Lakeisha,Fox,898.0,Entertainment/public assembly,2005,"Tempe, Arizona",United States of America
Fox_office_Karima,Fox,4806.1,Office,1966,"Tempe, Arizona",United States of America
Rat_public_Dalia,Rat,8420.3,Public services,2011,"Washington, District of Columbia",United States of America
Rat_public_Muriel,Rat,3134.8,Public services,,"Washington, District of Columbia",United States of America
Rat_office_Adele,Rat,37904.4,Office,2010,"Washington, District of Columbia",United States of America
Rat_education_Angelica,Rat,5202.6,Education,1964,"Washington, District of Columbia",United States of America
Rat_education_Moises,Rat,7794.6,Education,1950,"Washington, District of Columbia",United States of America
Rat_assembly_Ezequiel,Rat,1385.5,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Colin,Rat,7748.1,Education,1942,"Washington, District of Columbia",United States of America
Rat_office_Ashlee,Rat,2186.9,Office,,"Washington, District of Columbia",United States of America
Rat_public_Chrissy,Rat,2043.9,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Denise,Rat,6085.1,Education,1971,"Washington, District of Columbia",United States of America
Rat_education_Wilmer,Rat,6150.2,Education,1950,"Washington, District of Columbia",United States of America
Rat_assembly_Kristine,Rat,3673.5,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Conrad,Rat,33073.5,Education,2014,"Washington, District of Columbia",United States of America
Rat_education_Rogelio,Rat,5834.3,Education,2014,"Washington, District of Columbia",United States of America
Rat_public_Nell,Rat,4754.4,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Calvin,Rat,5304.8,Education,2015,"Washington, District of Columbia",United States of America
Rat_assembly_Dovie,Rat,1481.8,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_assembly_Jannie,Rat,18051.1,Entertainment/public assembly,1900,"Washington, District of Columbia",United States of America
Rat_office_Ronald,Rat,802.4,Office,,"Washington, District of Columbia",United States of America
Rat_education_Debra,Rat,4784.5,Education,1931,"Washington, District of Columbia",United States of America
Rat_public_Roberta,Rat,1010.1,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Mac,Rat,6108.5,Education,,"Washington, District of Columbia",United States of America
Rat_public_Lynda,Rat,467.6,Public services,,"Washington, District of Columbia",United States of America
Rat_assembly_Jennie,Rat,192.0,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_public_Ramon,Rat,2043.9,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Lonnie,Rat,4645.2,Education,1928,"Washington, District of Columbia",United States of America
Rat_assembly_Gerald,Rat,615.5,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Kandice,Rat,9643.3,Education,,"Washington, District of Columbia",United States of America
Rat_education_Barbara,Rat,20903.2,Education,,"Washington, District of Columbia",United States of America
Rat_assembly_Trudy,Rat,1917.9,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_public_Sean,Rat,7297.5,Public services,,"Washington, District of Columbia",United States of America
Rat_office_Jeannie,Rat,1495.6,Office,,"Washington, District of Columbia",United States of America
Rat_office_Craig,Rat,9754.8,Office,,"Washington, District of Columbia",United States of America
Rat_public_Leo,Rat,1217.0,Public services,1929,"Washington, District of Columbia",United States of America
Rat_education_Dreama,Rat,9801.3,Education,,"Washington, District of Columbia",United States of America
Rat_public_Clyde,Rat,1478.4,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Renee,Rat,3445.1,Education,1908,"Washington, District of Columbia",United States of America
Rat_education_Nellie,Rat,26217.2,Education,1928,"Washington, District of Columbia",United States of America
Rat_assembly_Deandre,Rat,1106.5,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Winnie,Rat,5499.9,Education,1959,"Washington, District of Columbia",United States of America
Rat_assembly_Monica,Rat,4231.5,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Kelsey,Rat,9227.6,Education,1927,"Washington, District of Columbia",United States of America
Rat_education_Leonardo,Rat,4385.0,Education,1935,"Washington, District of Columbia",United States of America
Rat_assembly_Victorina,Rat,291.1,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Rosalyn,Rat,6038.7,Education,,"Washington, District of Columbia",United States of America
Rat_education_Theo,Rat,26830.4,Education,1923,"Washington, District of Columbia",United States of America
Rat_education_Marcos,Rat,8398.4,Education,,"Washington, District of Columbia",United States of America
Rat_education_Earnest,Rat,5564.9,Education,1962,"Washington, District of Columbia",United States of America
Rat_education_Eleonora,Rat,10683.8,Education,2004,"Washington, District of Columbia",United States of America
Rat_education_Zina,Rat,5304.8,Education,1960,"Washington, District of Columbia",United States of America
Rat_office_Lora,Rat,21274.8,Office,2010,"Washington, District of Columbia",United States of America
Rat_education_Elisa,Rat,3994.8,Education,1923,"Washington, District of Columbia",United States of America
Rat_assembly_Teddy,Rat,2074.9,Entertainment/public assembly,1977,"Washington, District of Columbia",United States of America
Rat_assembly_Aisha,Rat,2211.4,Entertainment/public assembly,1969,"Washington, District of Columbia",United States of America
Rat_education_Francisca,Rat,6605.4,Education,,"Washington, District of Columbia",United States of America
Rat_assembly_Lillie,Rat,171.2,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Mavis,Rat,14678.7,Education,1959,"Washington, District of Columbia",United States of America
Rat_lodging_Dwight,Rat,1432.6,Lodging/residential,,"Washington, District of Columbia",United States of America
Rat_public_Margart,Rat,2043.9,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Penny,Rat,7014.2,Education,2007,"Washington, District of Columbia",United States of America
Rat_education_Paula,Rat,7200.0,Education,1942,"Washington, District of Columbia",United States of America
Rat_lodging_Lakisha,Rat,673.5,Lodging/residential,,"Washington, District of Columbia",United States of America
Rat_assembly_Teodoro,Rat,1645.2,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Earl,Rat,7051.3,Education,1974,"Washington, District of Columbia",United States of America
Rat_education_Veronica,Rat,14307.1,Education,2015,"Washington, District of Columbia",United States of America
Rat_public_Kelly,Rat,982.6,Public services,1969,"Washington, District of Columbia",United States of America
Rat_public_Mabel,Rat,4189.7,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Nydia,Rat,7785.3,Education,1944,"Washington, District of Columbia",United States of America
Rat_education_Fernando,Rat,5472.7,Education,1910,"Washington, District of Columbia",United States of America
Rat_education_Pat,Rat,13461.6,Education,,"Washington, District of Columbia",United States of America
Rat_education_Milagros,Rat,9262.4,Education,1955,"Washington, District of Columbia",United States of America
Rat_education_Barney,Rat,7200.0,Education,,"Washington, District of Columbia",United States of America
Rat_education_Dann,Rat,16954.8,Education,1970,"Washington, District of Columbia",United States of America
Rat_public_Julieann,Rat,402.8,Public services,,"Washington, District of Columbia",United States of America
Rat_lodging_Ted,Rat,185.8,Lodging/residential,,"Washington, District of Columbia",United States of America
Rat_education_Royal,Rat,7218.6,Education,,"Washington, District of Columbia",United States of America
Rat_public_Tammara,Rat,457.5,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Bryant,Rat,6466.0,Education,1949,"Washington, District of Columbia",United States of America
Rat_public_Damon,Rat,1228.5,Public services,1965,"Washington, District of Columbia",United States of America
Rat_public_Amber,Rat,1985.2,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Cinthia,Rat,6438.2,Education,2017,"Washington, District of Columbia",United States of America
Rat_education_Lynn,Rat,7785.3,Education,,"Washington, District of Columbia",United States of America
Rat_health_Guy,Rat,76141.2,Healthcare,1922,"Washington, District of Columbia",United States of America
Rat_public_Carole,Rat,923.5,Public services,1963,"Washington, District of Columbia",United States of America
Rat_assembly_Kimberley,Rat,1912.3,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_retail_Jeffrey,Rat,1532.9,Retail,,"Washington, District of Columbia",United States of America
Rat_public_Joann,Rat,597.5,Public services,,"Washington, District of Columbia",United States of America
Rat_assembly_Adolfo,Rat,1482.7,Entertainment/public assembly,2005,"Washington, District of Columbia",United States of America
Rat_assembly_Pam,Rat,516.0,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Meghan,Rat,4561.5,Education,1911,"Washington, District of Columbia",United States of America
Rat_education_Ulrike,Rat,4318.5,Education,1932,"Washington, District of Columbia",United States of America
Rat_lodging_Ben,Rat,32516.0,Lodging/residential,1949,"Washington, District of Columbia",United States of America
Rat_office_Colby,Rat,79000.4,Office,1989,"Washington, District of Columbia",United States of America
Rat_office_Chris,Rat,54437.0,Office,1942,"Washington, District of Columbia",United States of America
Rat_public_Shanta,Rat,1161.8,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Fern,Rat,3274.0,Public services,1978,"Washington, District of Columbia",United States of America
Rat_assembly_Michel,Rat,713.0,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Sherwood,Rat,8835.1,Education,1927,"Washington, District of Columbia",United States of America
Rat_assembly_Silvia,Rat,172.6,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Carmela,Rat,4457.9,Education,2002,"Washington, District of Columbia",United States of America
Rat_education_Chance,Rat,5592.8,Education,1964,"Washington, District of Columbia",United States of America
Rat_warehouse_Shari,Rat,2537.9,Warehouse/storage,,"Washington, District of Columbia",United States of America
Rat_office_Tracy,Rat,1275.4,Office,,"Washington, District of Columbia",United States of America
Rat_public_Faye,Rat,1712.4,Public services,1973,"Washington, District of Columbia",United States of America
Rat_assembly_Francine,Rat,1603.7,Entertainment/public assembly,2003,"Washington, District of Columbia",United States of America
Rat_education_Willie,Rat,9680.5,Education,2009,"Washington, District of Columbia",United States of America
Rat_public_Sharron,Rat,2862.3,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Jacob,Rat,5310.8,Education,2014,"Washington, District of Columbia",United States of America
Rat_office_Kasey,Rat,3195.9,Office,,"Washington, District of Columbia",United States of America
Rat_education_Davis,Rat,8092.5,Education,,"Washington, District of Columbia",United States of America
Rat_education_Mona,Rat,4923.9,Education,1912,"Washington, District of Columbia",United States of America
Rat_education_Marvin,Rat,5518.4,Education,1900,"Washington, District of Columbia",United States of America
Rat_assembly_Trent,Rat,329.3,Entertainment/public assembly,2000,"Washington, District of Columbia",United States of America
Rat_public_Nancy,Rat,829.2,Public services,1912,"Washington, District of Columbia",United States of America
Rat_public_Toya,Rat,1557.8,Public services,1980,"Washington, District of Columbia",United States of America
Rat_public_Lloyd,Rat,5022.4,Public services,2006,"Washington, District of Columbia",United States of America
Rat_education_Shellie,Rat,5778.6,Education,,"Washington, District of Columbia",United States of America
Rat_education_Terese,Rat,16722.5,Education,1939,"Washington, District of Columbia",United States of America
Rat_public_Angelina,Rat,1794.4,Public services,,"Washington, District of Columbia",United States of America
Rat_assembly_Cristina,Rat,1176.2,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_public_Darren,Rat,261.8,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Jeanne,Rat,4598.7,Education,1962,"Washington, District of Columbia",United States of America
Rat_public_Wilbur,Rat,537.3,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Stuart,Rat,7636.6,Education,1916,"Washington, District of Columbia",United States of America
Rat_assembly_Erwin,Rat,218.0,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Alyson,Rat,15561.3,Education,,"Washington, District of Columbia",United States of America
Rat_education_Kathryn,Rat,30213.6,Education,2006,"Washington, District of Columbia",United States of America
Rat_assembly_Damaris,Rat,1495.6,Entertainment/public assembly,1929,"Washington, District of Columbia",United States of America
Rat_education_Donnell,Rat,7413.7,Education,1924,"Washington, District of Columbia",United States of America
Rat_education_Candida,Rat,3576.8,Education,2016,"Washington, District of Columbia",United States of America
Rat_education_Adrian,Rat,5956.3,Education,1924,"Washington, District of Columbia",United States of America
Rat_assembly_Aubrey,Rat,570.3,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Mose,Rat,10219.3,Education,,"Washington, District of Columbia",United States of America
Rat_assembly_Myrna,Rat,223.6,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_warehouse_Maegan,Rat,1378.6,Warehouse/storage,2005,"Washington, District of Columbia",United States of America
Rat_assembly_Viola,Rat,3380.5,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Jesse,Rat,3839.6,Education,,"Washington, District of Columbia",United States of America
Rat_education_Tristan,Rat,10228.6,Education,1907,"Washington, District of Columbia",United States of America
Rat_public_Deidre,Rat,657.7,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Maricela,Rat,6466.0,Education,1978,"Washington, District of Columbia",United States of America
Rat_assembly_Mirta,Rat,8000.8,Entertainment/public assembly,1926,"Washington, District of Columbia",United States of America
Rat_education_Nona,Rat,25204.6,Education,1940,"Washington, District of Columbia",United States of America
Rat_public_Angle,Rat,7562.0,Public services,2004,"Washington, District of Columbia",United States of America
Rat_assembly_Jamie,Rat,1047.4,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_public_Allie,Rat,810.7,Public services,,"Washington, District of Columbia",United States of America
Rat_assembly_Pauline,Rat,90.0,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_public_Jason,Rat,3021.9,Public services,,"Washington, District of Columbia",United States of America
Rat_warehouse_Eloisa,Rat,18843.4,Warehouse/storage,1983,"Washington, District of Columbia",United States of America
Rat_education_Keith,Rat,9420.4,Education,1930,"Washington, District of Columbia",United States of America
Rat_public_Neil,Rat,1325.6,Public services,,"Washington, District of Columbia",United States of America
Rat_assembly_Alex,Rat,129.7,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Romana,Rat,4403.6,Education,1929,"Washington, District of Columbia",United States of America
Rat_public_Laverne,Rat,1108.7,Public services,1930,"Washington, District of Columbia",United States of America
Rat_public_Sharonda,Rat,2222.1,Public services,,"Washington, District of Columbia",United States of America
Rat_parking_Ronnie,Rat,163.5,Parking,,"Washington, District of Columbia",United States of America
Rat_public_Kimber,Rat,9587.6,Public services,,"Washington, District of Columbia",United States of America
Rat_assembly_Kenya,Rat,2141.9,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Imelda,Rat,3669.7,Education,,"Washington, District of Columbia",United States of America
Rat_office_Loyd,Rat,2779.3,Office,2002,"Washington, District of Columbia",United States of America
Rat_lodging_Ardell,Rat,1446.9,Lodging/residential,,"Washington, District of Columbia",United States of America
Rat_assembly_Kristy,Rat,1082.4,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_public_Stella,Rat,3396.7,Public services,,"Washington, District of Columbia",United States of America
Rat_office_Randy,Rat,5779.0,Office,,"Washington, District of Columbia",United States of America
Rat_public_Michelle,Rat,3254.7,Public services,1962,"Washington, District of Columbia",United States of America
Rat_public_Mark,Rat,303.5,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Dana,Rat,6577.5,Education,1964,"Washington, District of Columbia",United States of America
Rat_education_Brett,Rat,10126.4,Education,1940,"Washington, District of Columbia",United States of America
Rat_public_Fredrick,Rat,1202.6,Public services,1960,"Washington, District of Columbia",United States of America
Rat_education_Jena,Rat,3804.4,Education,1910,"Washington, District of Columbia",United States of America
Rat_public_Loretta,Rat,4087.0,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Roma,Rat,1994.8,Public services,2011,"Washington, District of Columbia",United States of America
Rat_office_Jessica,Rat,30542.8,Office,1904,"Washington, District of Columbia",United States of America
Rat_lodging_Marguerite,Rat,1703.8,Lodging/residential,1900,"Washington, District of Columbia",United States of America
Rat_education_Lincoln,Rat,10857.8,Education,1931,"Washington, District of Columbia",United States of America
Rat_assembly_Rosemarie,Rat,465.7,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Morton,Rat,14409.3,Education,1931,"Washington, District of Columbia",United States of America
Rat_public_Corinne,Rat,2311.0,Public services,1984,"Washington, District of Columbia",United States of America
Rat_public_Isabel,Rat,1540.0,Public services,1932,"Washington, District of Columbia",United States of America
Rat_health_Tanya,Rat,2712.0,Healthcare,2014,"Washington, District of Columbia",United States of America
Rat_public_Frederick,Rat,1312.3,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Guillermo,Rat,7404.4,Education,1932,"Washington, District of Columbia",United States of America
Rat_assembly_Horace,Rat,426.3,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_assembly_Frieda,Rat,3413.6,Entertainment/public assembly,2004,"Washington, District of Columbia",United States of America
Rat_public_Courtney,Rat,1665.5,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Zoe,Rat,6447.5,Education,1959,"Washington, District of Columbia",United States of America
Rat_public_Tommy,Rat,857.1,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Kermit,Rat,2322.6,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Becky,Rat,911.9,Public services,,"Washington, District of Columbia",United States of America
Rat_office_Annis,Rat,594.6,Office,,"Washington, District of Columbia",United States of America
Rat_assembly_Don,Rat,183.7,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_public_Percy,Rat,3945.6,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Emilee,Rat,2090.3,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Caroline,Rat,4407.2,Public services,,"Washington, District of Columbia",United States of America
Rat_office_Arron,Rat,3716.1,Office,,"Washington, District of Columbia",United States of America
Rat_public_Norene,Rat,1211.8,Public services,1913,"Washington, District of Columbia",United States of America
Rat_public_Yetta,Rat,1980.5,Public services,1954,"Washington, District of Columbia",United States of America
Rat_public_Michael,Rat,2287.1,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Roxanne,Rat,15115.3,Education,1977,"Washington, District of Columbia",United States of America
Rat_education_Patty,Rat,15793.5,Education,1956,"Washington, District of Columbia",United States of America
Rat_education_Liz,Rat,6447.5,Education,1911,"Washington, District of Columbia",United States of America
Rat_public_Josiah,Rat,4274.2,Public services,1950,"Washington, District of Columbia",United States of America
Rat_public_Leta,Rat,943.1,Public services,1966,"Washington, District of Columbia",United States of America
Rat_office_Avis,Rat,44099.2,Office,1986,"Washington, District of Columbia",United States of America
Rat_assembly_Donny,Rat,102.4,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_public_Sade,Rat,2006.7,Public services,,"Washington, District of Columbia",United States of America
Rat_lodging_Christine,Rat,2906.3,Lodging/residential,1935,"Washington, District of Columbia",United States of America
Rat_public_Johnna,Rat,1465.5,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Berry,Rat,4083.6,Public services,1978,"Washington, District of Columbia",United States of America
Rat_office_Rosemary,Rat,2787.1,Office,,"Washington, District of Columbia",United States of America
Rat_education_Adell,Rat,9689.2,Education,1976,"Washington, District of Columbia",United States of America
Rat_education_Beverly,Rat,36603.8,Education,2013,"Washington, District of Columbia",United States of America
Rat_education_Alfred,Rat,19230.9,Education,1935,"Washington, District of Columbia",United States of America
Rat_public_Allyson,Rat,1672.3,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Yessenia,Rat,2043.9,Public services,2007,"Washington, District of Columbia",United States of America
Rat_education_Everett,Rat,8024.5,Education,1903,"Washington, District of Columbia",United States of America
Rat_education_Edmund,Rat,6187.3,Education,1959,"Washington, District of Columbia",United States of America
Rat_education_Esther,Rat,6466.0,Education,1908,"Washington, District of Columbia",United States of America
Rat_education_Alonzo,Rat,6015.5,Education,1932,"Washington, District of Columbia",United States of America
Rat_education_Matt,Rat,10405.1,Education,,"Washington, District of Columbia",United States of America
Rat_education_Alfonso,Rat,7900.4,Education,1925,"Washington, District of Columbia",United States of America
Rat_education_Robyn,Rat,9188.1,Education,1961,"Washington, District of Columbia",United States of America
Rat_education_Verna,Rat,6187.3,Education,1970,"Washington, District of Columbia",United States of America
Rat_education_Vicky,Rat,18004.6,Education,,"Washington, District of Columbia",United States of America
Rat_education_Lee,Rat,26291.5,Education,2014,"Washington, District of Columbia",United States of America
Rat_education_Irma,Rat,6763.3,Education,1959,"Washington, District of Columbia",United States of America
Rat_education_Abigail,Rat,8825.8,Education,1976,"Washington, District of Columbia",United States of America
Rat_education_Tim,Rat,4412.9,Education,1968,"Washington, District of Columbia",United States of America
Rat_public_Wilma,Rat,1505.0,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Dexter,Rat,718.3,Public services,,"Washington, District of Columbia",United States of America
Rat_assembly_Ida,Rat,1378.9,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Elsie,Rat,34978.6,Education,2011,"Washington, District of Columbia",United States of America
Rat_assembly_Karen,Rat,5852.9,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Humberto,Rat,9288.0,Education,1968,"Washington, District of Columbia",United States of America
Rat_education_Cedric,Rat,6169.1,Education,,"Washington, District of Columbia",United States of America
Rat_education_Willy,Rat,8138.3,Education,1946,"Washington, District of Columbia",United States of America
Rat_public_Tricia,Rat,558.3,Public services,,"Washington, District of Columbia",United States of America
Rat_other_Lan,Rat,999.8,Other,,"Washington, District of Columbia",United States of America
Rat_warehouse_Doretta,Rat,10454.9,Warehouse/storage,,"Washington, District of Columbia",United States of America
Rat_warehouse_Breanna,Rat,4795.8,Warehouse/storage,1975,"Washington, District of Columbia",United States of America
Rat_other_Hazel,Rat,3195.9,Other,,"Washington, District of Columbia",United States of America
Rat_education_Cecil,Rat,5681.1,Education,,"Washington, District of Columbia",United States of America
Rat_other_Daphne,Rat,10431.4,Other,,"Washington, District of Columbia",United States of America
Rat_other_Al,Rat,982.7,Other,,"Washington, District of Columbia",United States of America
Rat_public_Frank,Rat,425.6,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Grover,Rat,1144.2,Public services,,"Washington, District of Columbia",United States of America
Rat_lodging_Jeannette,Rat,464.5,Lodging/residential,2010,"Washington, District of Columbia",United States of America
Rat_public_Duane,Rat,10431.4,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Laura,Rat,1184.5,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Marianna,Rat,5936.5,Education,1921,"Washington, District of Columbia",United States of America
Rat_public_Vickie,Rat,836.1,Public services,,"Washington, District of Columbia",United States of America
Rat_lodging_Lucille,Rat,205.3,Lodging/residential,,"Washington, District of Columbia",United States of America
Rat_public_Bronwyn,Rat,51583.7,Public services,1941,"Washington, District of Columbia",United States of America
Rat_public_Alanna,Rat,42888.4,Public services,1976,"Washington, District of Columbia",United States of America
Rat_office_Olivia,Rat,2564.1,Office,,"Washington, District of Columbia",United States of America
Rat_public_Kathleen,Rat,1114.8,Public services,,"Washington, District of Columbia",United States of America
Rat_office_Mei,Rat,743.2,Office,,"Washington, District of Columbia",United States of America
Rat_assembly_Ruth,Rat,903.6,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_public_Laurie,Rat,12459.6,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Desiree,Rat,841.9,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Ulysses,Rat,1152.8,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Johnny,Rat,709.4,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Tamra,Rat,872.5,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Elmira,Rat,1035.2,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Ramona,Rat,1348.9,Public services,1908,"Washington, District of Columbia",United States of America
Rat_public_Alexander,Rat,2787.1,Public services,,"Washington, District of Columbia",United States of America
Rat_public_Hortencia,Rat,13378.0,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Susana,Rat,28056.7,Education,,"Washington, District of Columbia",United States of America
Rat_public_Marcellus,Rat,6336.3,Public services,,"Washington, District of Columbia",United States of America
Rat_assembly_Rolland,Rat,662.7,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_lodging_Marion,Rat,1105.5,Lodging/residential,,"Washington, District of Columbia",United States of America
Rat_assembly_Kelley,Rat,83.4,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_health_Rosaria,Rat,1393.5,Healthcare,2010,"Washington, District of Columbia",United States of America
Rat_assembly_Suzanne,Rat,182.3,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Dianne,Rat,6800.5,Education,1959,"Washington, District of Columbia",United States of America
Rat_religion_Kathy,Rat,929.0,Religious worship,2010,"Washington, District of Columbia",United States of America
Rat_assembly_Gwen,Rat,136.8,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Sina,Rat,8203.3,Education,1909,"Washington, District of Columbia",United States of America
Rat_lodging_Lorenzo,Rat,239.9,Lodging/residential,,"Washington, District of Columbia",United States of America
Rat_education_Deanna,Rat,6215.2,Education,1969,"Washington, District of Columbia",United States of America
Rat_assembly_Archie,Rat,74.4,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_public_Lea,Rat,10293.7,Public services,1972,"Washington, District of Columbia",United States of America
Rat_education_Yu,Rat,2034.9,Education,1931,"Washington, District of Columbia",United States of America
Rat_public_Sana,Rat,37161.2,Public services,1971,"Washington, District of Columbia",United States of America
Rat_health_Gaye,Rat,2220.7,Healthcare,,"Washington, District of Columbia",United States of America
Rat_health_Mildred,Rat,911.7,Healthcare,2010,"Washington, District of Columbia",United States of America
Rat_public_Helena,Rat,1184.9,Public services,1968,"Washington, District of Columbia",United States of America
Rat_public_Nelson,Rat,1486.4,Public services,2014,"Washington, District of Columbia",United States of America
Rat_office_Jacinta,Rat,2835.9,Office,,"Washington, District of Columbia",United States of America
Rat_public_Kelle,Rat,1868.3,Public services,1936,"Washington, District of Columbia",United States of America
Rat_education_Kristie,Rat,5778.6,Education,2004,"Washington, District of Columbia",United States of America
Rat_education_Jame,Rat,3511.7,Education,,"Washington, District of Columbia",United States of America
Rat_assembly_Kaitlyn,Rat,2432.9,Entertainment/public assembly,,"Washington, District of Columbia",United States of America
Rat_education_Gricelda,Rat,2081.0,Education,,"Washington, District of Columbia",United States of America
Rat_health_Shane,Rat,41806.4,Healthcare,2012,"Washington, District of Columbia",United States of America
Rat_health_Ann,Rat,7478.7,Healthcare,1958,"Washington, District of Columbia",United States of America
Rat_public_Sue,Rat,1765.2,Public services,,"Washington, District of Columbia",United States of America
Rat_office_Ramiro,Rat,8297.6,Office,,"Washington, District of Columbia",United States of America
Rat_public_Maxine,Rat,9519.4,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Salvatore,Rat,4551.7,Education,2015,"Washington, District of Columbia",United States of America
Rat_office_Jill,Rat,31587.0,Office,2010,"Washington, District of Columbia",United States of America
Rat_office_Jamal,Rat,27406.4,Office,,"Washington, District of Columbia",United States of America
Rat_public_Andrea,Rat,12792.7,Public services,,"Washington, District of Columbia",United States of America
Rat_education_Tania,Rat,21832.2,Education,2013,"Washington, District of Columbia",United States of America
Rat_office_Sammy,Rat,2912.1,Office,,"Washington, District of Columbia",United States of America
Rat_public_Stacey,Rat,8297.6,Public services,,"Washington, District of Columbia",United States of America
Bear_education_Yvette,Bear,1423.8,Education,1954,"Berkeley, California",United States of America
Bear_education_Arnold,Bear,186.7,Education,1957,"Berkeley, California",United States of America
Bear_assembly_Danial,Bear,7680.3,Entertainment/public assembly,2016,"Berkeley, California",United States of America
Bear_education_Carlo,Bear,1314.6,Education,1974,"Berkeley, California",United States of America
Bear_education_Maryjane,Bear,7998.1,Education,1964,"Berkeley, California",United States of America
Bear_education_Owen,Bear,17949.0,Education,1964,"Berkeley, California",United States of America
Bear_education_Marta,Bear,4455.1,Education,1980,"Berkeley, California",United States of America
Bear_education_Babara,Bear,8749.1,Education,1964,"Berkeley, California",United States of America
Bear_education_Herb,Bear,2212.5,Education,1914,"Berkeley, California",United States of America
Bear_education_Darrell,Bear,5234.4,Education,1905,"Berkeley, California",United States of America
